3270		LANISA	Lanius isabellinus	Punapyrstölepinkäinen	Isabellatörnskata	Isabelline Shrike
3280		LANCOL	Lanius collurio	Pikkulepinkäinen	Törnskata	Red-backed Shrike
3290		LANPHO	Lanius phoenicuroides	Ruostepäälepinkäinen	Turkestantörnskata	Red-tailed Shrike
3300		LANCRI	Lanius cristatus	Siperianlepinkäinen	Brun törnskata	Brown Shrike
3310		PERINF	Perisoreus infaustus	Kuukkeli	Lavskrika	Siberian Jay
3320		GARGLA	Garrulus glandarius	Närhi	Nötskrika	Eurasian Jay
3330		PICPIC	Pica pica	Harakka	Skata	Eurasian Magpie
3340		NUCCAR	Nucifraga caryocatactes	Pähkinähakki	Nötkråka	Northern Nutcracker
3350		COLDAU	Coloeus dauuricus	Idännaakka	Klippkaja	Daurian Jackdaw
3360		COLMON	Coloeus monedula	Naakka	Kaja	Western Jackdaw
3370		CORFRU	Corvus frugilegus	Mustavaris	Råka	Rook
3380		CORRAX	Corvus corax	Korppi	Korp	Northern Raven
3390		CORONE	Corvus corone	Varis	Kråka	Carrion Crow
3400		REMPEN	Remiz pendulinus	Pussitiainen	Pungmes	Eurasian Penduline Tit
3410		CYACYA	Cyanistes cyanus	Valkopäätiainen	Azurmes	Azure Tit
3420		CYACAE	Cyanistes caeruleus	Sinitiainen	Blåmes	Eurasian Blue Tit
3430		PARMAJ	Parus major	Talitiainen	Talgoxe	Great Tit
3440		PERATE	Periparus ater	Kuusitiainen	Svartmes	Coal Tit
3450		LOPCRI	Lophophanes cristatus	Töyhtötiainen	Tofsmes	Crested Tit
3460		POEPAL	Poecile palustris	Viitatiainen	Entita	Marsh Tit
3470		POEMON	Poecile montanus	Hömötiainen	Talltita	Willow Tit
3480		POECIN	Poecile cinctus	Lapintiainen	Lappmes	Grey-headed Chickadee
3490		PANBIA	Panurus biarmicus	Viiksitimali	Skäggmes	Bearded Reedling
3500		LULARB	Lullula arborea	Kangaskiuru	Trädlärka	Woodlark
3510		ALALEU	Alauda leucoptera	Valkosiipikiuru	Vitvingad lärka	White-winged Lark
3520		ALAARV	Alauda arvensis	Kiuru	Sånglärka	Eurasian Skylark
3530		GALCRI	Galerida cristata	Töyhtökiuru	Tofslärka	Crested Lark
3540		EREALP	Eremophila alpestris	Tunturikiuru	Berglärka	Horned Lark
3550		CALBRA	Calandrella brachydactyla	Lyhytvarvaskiuru	Korttålärka	Greater Short-toed Lark
3560		MELBIM	Melanocorypha bimaculata	Ylänkökiuru	Asiatisk kalanderlärka	Bimaculated Lark
3570		MELYEL	Melanocorypha yeltoniensis	Mustakiuru	Svartlärka	Black Lark
3580		MELCAL	Melanocorypha calandra	Arokiuru	Kalanderlärka	Calandra Lark
3590		HIPICT	Hippolais icterina	Kultarinta	Härmsångare	Icterine Warbler
3600		ARUAED	Arundinax aedon	Paksunokkakerttunen	Tjocknäbbad sångare	Thick-billed Warbler
3610		IDUCAL	Iduna caligata	Pikkukultarinta	Stäppsångare	Booted Warbler
3620		IDURAM	Iduna rama	Aavikkokultarinta	Saxaulsångare	Syke's Warbler
3630		IDUPAL	Iduna pallida	Vaaleakultarinta	Eksångare	Eastern Olivaceous Warbler
3640		ACRSCH	Acrocephalus schoenobaenus	Ruokokerttunen	Sävsångare	Sedge Warbler
3650		ACROLA	Acrocephalus paludicola	Sarakerttunen	Vattensångare	Aquatic Warbler
3660		ACRAGR	Acrocephalus agricola	Kenttäkerttunen	Fältsångare	Paddyfield Warbler
3670		ACRDUM	Acrocephalus dumetorum	Viitakerttunen	Busksångare	Blyth's Reed Warbler
3680		ACRPAL	Acrocephalus palustris	Luhtakerttunen	Kärrsångare	Marsh Warbler
3690		ACRSCI	Acrocephalus scirpaceus	Rytikerttunen	Rörsångare	Common Reed Warbler
3700		ACRARU	Acrocephalus arundinaceus	Rastaskerttunen	Trastsångare	Great Reed Warbler
3710		HELCER	Helopsaltes certhiola	Sarasirkkalintu	Starrsångare	Pallas's Grasshopper Warbler
3720		LOCLAN	Locustella lanceolata	Viirusirkkalintu	Träsksångare	Lanceolated Warbler
3730		LOCFLU	Locustella fluviatilis	Viitasirkkalintu	Flodsångare	River Warbler
3740		LOCLUS	Locustella luscinioides	Ruokosirkkalintu	Vassångare	Savi's Warbler
3750		LOCNAE	Locustella naevia	Pensassirkkalintu	Gräshoppsångare	Common Grasshopper Warbler
3760		RIPRIP	Riparia riparia	Törmäpääsky	Backsvala	Sand Martin
3770		PTYRUP	Ptyonoprogne rupestris	Kalliopääsky	Klippsvala	Eurasian Crag Martin
3780		HIRRUS	Hirundo rustica	Haarapääsky	Ladusvala	Barn Swallow
3790		DELURB	Delichon urbicum	Räystäspääsky	Hussvala	Western House Martin
3800		CECRUF	Cecropis rufula	Ruostepääsky	Rostgumpsvala	European Red-rumped Swallow
3810		CECDAU	Cecropis daurica	Aasianruostepääsky	Tempelsvala	Eastern Red-rumped Swallow
3820		AEGCAU	Aegithalos caudatus	Pyrstötiainen	Stjärtmes	Long-tailed Tit
3830		PHYSIB	Phylloscopus sibilatrix	Sirittäjä	Grönsångare	Wood Warbler
3840		PHYBON	Phylloscopus bonelli	Vuoriuunilintu	Bergsångare	Western Bonelli's Warbler
3850		PHYORI	Phylloscopus orientalis	Balkaninuunilintu	Balkansångare	Eastern Bonelli's Warbler
3860		PHYINO	Phylloscopus inornatus	Taigauunilintu	Tajgasångare	Yellow-browed Warbler
3870		PHYHUM	Phylloscopus humei	Kashmirinuunilintu	Bergtajgasångare	Hume's Leaf Warbler
3880		PHYPRO	Phylloscopus proregulus	Hippiäisuunilintu	Kungsfågelsångare	Pallas's Leaf Warbler
3890		PHYSCH	Phylloscopus schwarzi	Siperianuunilintu	Videsångare	Radde's Warbler
3900		PHYFUS	Phylloscopus fuscatus	Ruskouunilintu	Brunsångare	Dusky Warbler
3910		PHYLUS	Phylloscopus trochilus	Pajulintu	Lövsångare	Willow Warbler
3920		PHYIBE	Phylloscopus ibericus	Iberiantiltaltti	Iberisk gransångare	Iberian Chiffchaff
3930		PHYCOL	Phylloscopus collybita	Tiltaltti	Gransångare	Common Chiffchaff
3940		PHYCOR	Phylloscopus coronatus	Amurinuunilintu	Östlig kronsångare	Eastern Crowned Warbler
3950		PHYNIT	Phylloscopus nitidus	Kaukasianuunilintu	Kaukasisk lundsångare	Green Warbler
3960		PHYPLU	Phylloscopus plumbeitarsus	Burjatianuunilintu	Sibirisk lundsångare	Two-barred Warbler
3970		PHYDES	Phylloscopus trochiloides	Idänuunilintu	Lundsångare	Greenish Warbler
3980		PHYBOR	Phylloscopus borealis	Lapinuunilintu	Nordsångare	Arctic Warbler
3990		PHYEXA	Phylloscopus examinandus	Kamtšatkanuunilintu	Kamtjaktanordsångare	Kamchatka Leaf Warbler
4000		SYLBOR	Sylvia borin	Lehtokerttu	Trädgårdssångare	Garden Warbler
4010		SYLATR	Sylvia atricapilla	Mustapääkerttu	Svarthätta	Eurasian Blackcap
4020		CURNIS	Curruca nisoria	Kirjokerttu	Höksångare	Barred Warbler
4030		CURCUR	Curruca curruca	Hernekerttu	Ärtsångare	Lesser Whitethroat
4040		CURNAN	Curruca nana	Kääpiökerttu	Ökensångare	Asian Desert Warbler
4050		CURCOM	Curruca communis	Pensaskerttu	Törnsångare	Common Whitethroat
4060		CURUND	Curruca undata	Ruskokerttu	Provencesångare	Dartford Warbler
4070		CURRUP	Curruca ruppeli	Mustakurkkukerttu	Svarthakad sångare	Rüppell's Warbler
4080		CURMEL	Curruca melanocephala	Samettipääkerttu	Sammetshätta	Sardinian Warbler
4090		CURCAN	Curruca cantillans	Idänrusokerttu	Rödstrupig sångare	Eastern Subalpine Warbler
4100		BOMGAR	Bombycilla garrulus	Tilhi	Sidensvans	Bohemian Waxwing
4110		REGIGN	Regulus ignicapilla	Tulipäähippiäinen	Brandkronad kungsfågel	Common Firecrest
4120		REGREG	Regulus regulus	Hippiäinen	Kungsfågel	Goldcrest
4130		SITEUR	Sitta europaea	Pähkinänakkeli	Nötväcka	Eurasian Nuthatch
4140		CERFAM	Certhia familiaris	Puukiipijä	Trädkrypare	Eurasian Treecreeper
4150		TROTRO	Troglodytes troglodytes	Peukaloinen	Gärdsmyg	Eurasian Wren
4160		STUVUL	Sturnus vulgaris	Kottarainen	Stare	Common Starling
4170		PASROS	Pastor roseus	Punakottarainen	Rosenstare	Rosy Starling
4180		CINCIN	Cinclus cinclus	Koskikara	Strömstare	White-throated Dipper
4190		ZOOAUR	Zoothera aurea	Kirjorastas	Guldtrast	White's Thrush
4200		CATUST	Catharus ustulatus	Korpirastas	Beigekindad skogstrast	Swainson's Thrush
4210		TURVIS	Turdus viscivorus	Kulorastas	Dubbeltrast	Mistle Thrush
4220		TURPHI	Turdus philomelos	Laulurastas	Taltrast	Song Thrush
4230		TURILI	Turdus iliacus	Punakylkirastas	Rödvingetrast	Redwing
4240		TURMER	Turdus merula	Mustarastas	Koltrast	Common Blackbird
4250		TURPIL	Turdus pilaris	Räkättirastas	Björktrast	Fieldfare
4260		TURTOR	Turdus torquatus	Sepelrastas	Ringtrast	Ring Ouzel
4270		TURATR	Turdus atrogularis	Mustakaularastas	Svarthalsad trast	Black-throated Thrush
4280		TURNAU	Turdus naumanni	Ruosterastas	Rödtrast	Naumann's Thrush
4290		TUREUN	Turdus eunomus	Ruostesiipirastas	Bruntrast	Dusky Thrush
4300		TUROBS	Turdus obscurus	Harmaakurkkurastas	Gråhalsad trast	Eyebrowed Thrush
4310		CERGAL	Cercotrichas galactotes	Ruostepyrstö	Trädnäktergal	Rufous-tailed Scrub Robin
4320		MUSSTR	Muscicapa striata	Harmaasieppo	Grå flugsnappare	Spotted Flycatcher
4330		ERIRUB	Erithacus rubecula	Punarinta	Rödhake	European Robin
4340		IRAGUT	Irania gutturalis	Kivikkosatakieli	Vitstrupig näktergal	White-throated Robin
4350		LUSLUS	Luscinia luscinia	Satakieli	Näktergal	Thrush Nightingale
4360		LUSMEG	Luscinia megarhynchos	Etelänsatakieli	Sydnäktergal	Common Nightingale
4370		LUSSVE	Luscinia svecica	Sinirinta	Blåhake	Bluethroat
4380		CALCAL	Calliope calliope	Rubiinisatakieli	Rubinnäktergal	Siberian Rubythroat
4390		FICPAR	Ficedula parva	Pikkusieppo	Mindre flugsnappare	Red-breasted Flycatcher
4400		FICLLA	Ficedula albicilla	Idänpikkusieppo	Tajgaflugsnappare	Taiga Flycatcher
4410		FICALB	Ficedula albicollis	Sepelsieppo	Halsbandsflugsnappare	Collared Flycatcher
4420		FICHYP	Ficedula hypoleuca	Kirjosieppo	Svartvit flugsnappare	European Pied Flycatcher
4430		TARCYA	Tarsiger cyanurus	Sinipyrstö	Tajgablåstjärt	Red-flanked Bluetail
4440		PHOOCH	Phoenicurus ochruros	Mustaleppälintu	Svart rödstjärt	Black Redstart
4450		PHOPHO	Phoenicurus phoenicurus	Leppälintu	Rödstjärt	Common Redstart
4460		MONSAX	Monticola saxatilis	Kivikkorastas	Stentrast	Common Rock Thrush
4470		MONSOL	Monticola solitarius	Sinirastas	Blåtrast	Blue Rock Thrush
4480		SAXRUB	Saxicola rubetra	Pensastasku	Buskskvätta	Whinchat
4490		SAXCAP	Saxicola caprata	Nokitasku	Svart buskskvätta	Pied Bush Chat
4500		SAXMAU	Saxicola maurus	Sepeltasku	Vitgumpad buskskvätta	Siberian Stonechat
4510		SAXOLA	Saxicola rubicola	Mustapäätasku	Svarthakad buskskvätta	European Stonechat
4520		OENDES	Oenanthe deserti	Aavikkotasku	Ökenstenskvätta	Desert Wheatear
4530		OENPLE	Oenanthe pleschanka	Nunnatasku	Nunnestenskvätta	Pied Wheatear
4540		OENMEL	Oenanthe melanoleuca	Kirjotasku	Östlig medelhavsstenskvätta	Eastern Black-eared Wheatear
4550		OENOEN	Oenanthe oenanthe	Kivitasku	Stenskvätta	Northern Wheatear
4560		OENISA	Oenanthe isabellina	Arotasku	Isabellastenskvätta	Isabelline Wheatear
4570		PRUCOL	Prunella collaris	Alppirautiainen	Alpjärnsparv	Alpine Accentor
4580		PRUATR	Prunella atrogularis	Mustakurkkurautiainen	Svartstrupig järnsparv	Black-throated Accentor
4590		PRUMOD	Prunella modularis	Rautiainen	Järnsparv	Dunnock
4600		PRUMON	Prunella montanella	Taigarautiainen	Sibirisk järnsparv	Siberian Accentor
4610		PASMON	Passer montanus	Pikkuvarpunen	Pilfink	Eurasian Tree Sparrow
4620		PASHIS	Passer hispaniolensis	Pensasvarpunen	Spansk sparv	Spanish Sparrow
4630		PASDOM	Passer domesticus	Varpunen	Gråsparv	House Sparrow
4640		MOTCIN	Motacilla cinerea	Virtavästäräkki	Forsärla	Grey Wagtail
4650		MOTFLA	Motacilla flava	Keltavästäräkki	Gulärla	Western Yellow Wagtail
4660		MOTCIT	Motacilla citreola	Sitruunavästäräkki	Citronärla	Citrine Wagtail
4670		MOTTSC	Motacilla tschutschensis	Aasiankeltavästäräkki	Beringärla	Eastern Yellow Wagtail
4680		MOTALB	Motacilla alba	Västäräkki	Sädesärla	White Wagtail
4690		ANTGOD	Anthus godlewskii	Mongoliankirvinen	Mongolpiplärka	Blyth's Pipit
4700		ANTCAM	Anthus campestris	Nummikirvinen	Fältpiplärka	Tawny Pipit
4710		ANTRIC	Anthus richardi	Isokirvinen	Större piplärka	Richard's Pipit
4720		ANTGUS	Anthus gustavi	Tundrakirvinen	Tundrapiplärka	Pechora Pipit
4730		ANTTRI	Anthus trivialis	Metsäkirvinen	Trädpiplärka	Tree Pipit
4740		ANTHOD	Anthus hodgsoni	Taigakirvinen	Sibirisk piplärka	Olive-backed Pipit
4750		ANTCER	Anthus cervinus	Lapinkirvinen	Rödstrupig piplärka	Red-throated Pipit
4760		ANTPRA	Anthus pratensis	Niittykirvinen	Ängspiplärka	Meadow Pipit
4770		ANTPET	Anthus petrosus	Luotokirvinen	Skärpiplärka	European Rock Pipit
4780		FRIMON	Fringilla montifringilla	Järripeippo	Bergfink	Brambling
4790		FRICOE	Fringilla coelebs	Peippo	Bofink	Eurasian Chaffinch
4800		COCCOC	Coccothraustes coccothraustes	Nokkavarpunen	Stenknäck	Hawfinch
4810		CARERY	Carpodacus erythrinus	Punavarpunen	Rosenfink	Common Rosefinch
4820		PINENU	Pinicola enucleator	Taviokuurna	Tallbit	Pine Grosbeak
4830		PYRPYR	Pyrrhula pyrrhula	Punatulkku	Domherre	Eurasian Bullfinch
4840		BUCGIT	Bucanetes githagineus	Aavikkotulkku	Ökentrumpetare	Trumpeter Finch
4850		CHLCHL	Chloris chloris	Viherpeippo	Grönfink	European Greenfinch
4860		LINFLA	Linaria flavirostris	Vuorihemppo	Vinterhämpling	Twite
4870		LINCAN	Linaria cannabina	Hemppo	Hämpling	Common Linnet
4880		ACAFLA	Acanthis flammea	Urpiainen	Gråsiska	Redpoll
4890		LOXLEU	Loxia leucoptera	Kirjosiipikäpylintu	Bändelkorsnäbb	Two-barred Crossbill
4900		LOXPYT	Loxia pytyopsittacus	Isokäpylintu	Större korsnäbb	Parrot Crossbill
4910		LOXCUR	Loxia curvirostra	Pikkukäpylintu	Mindre korsnäbb	Red Crossbill
4920		CARCIT	Carduelis citrinella	Sitruunahemppo	Citronsiska	Citril Finch
4930		CARCAR	Carduelis carduelis	Tikli	Steglits	European Goldfinch
4940		SERSER	Serinus serinus	Keltahemppo	Gulhämpling	European Serin
4950		SPISPI	Spinus spinus	Vihervarpunen	Grönsiska	Eurasian Siskin
4960		PLENIV	Plectrophenax nivalis	Pulmunen	Snösparv	Snow Bunting
4970		CALLAP	Calcarius lapponicus	Lapinsirkku	Lappsparv	Lapland Longspur
4980		EMBPAL	Emberiza pallasi	Pikkupajusirkku	Dvärgsävsparv	Pallas's Reed Bunting
4990		EMBSCH	Emberiza schoeniclus	Pajusirkku	Sävsparv	Common Reed Bunting
5000		EMBCHR	Emberiza chrysophrys	Kultakulmasirkku	Gulbrynad sparv	Yellow-browed Bunting
5010		EMBRUT	Emberiza rutila	Kastanjasirkku	Rödbrun sparv	Chestnut Bunting
5020		EMBAUR	Emberiza aureola	Kultasirkku	Gyllensparv	Yellow-breasted Bunting
5030		EMBPUS	Emberiza pusilla	Pikkusirkku	Dvärgsparv	Little Bunting
5040		EMBRUS	Emberiza rustica	Pohjansirkku	Videsparv	Rustic Bunting
5050		EMBSPO	Emberiza spodocephala	Harmaapääsirkku	Gråhuvad sparv	Black-faced Bunting
5060		EMBMEL	Emberiza melanocephala	Mustapääsirkku	Svarthuvad sparv	Black-headed Bunting
5070		EMBBRU	Emberiza bruniceps	Ruskopääsirkku	Stäppsparv	Red-headed Bunting
5080		EMBCAL	Emberiza calandra	Harmaasirkku	Kornsparv	Corn Bunting
5090		EMBBUC	Emberiza buchanani	Kivikkosirkku	Bergortolan	Grey-necked Bunting
5100		EMBHOR	Emberiza hortulana	Peltosirkku	Ortolansparv	Ortolan Bunting
5110		EMBCAE	Emberiza caesia	Ruostekurkkusirkku	Rostsparv	Cretzschmar's Bunting
5120		EMBLEU	Emberiza leucocephalos	Mäntysirkku	Tallsparv	Pine Bunting
5130		EMBCIT	Emberiza citrinella	Keltasirkku	Gulsparv	Yellowhammer
5140		PASILI	Passerella iliaca	Kettusirkku	Rävsparv	Fox Sparrow
5150		JUNHYE	Junco hyemalis	Tummajunkko	Mörkögd junco	Dark-eyed Junco
5160		ZONALB	Zonotrichia albicollis	Valkokurkkusirkku	Vitstrupig sparv	White-throated Sparrow
5170		SETSTR	Setophaga striata	Viirukerttuli	Vitkindad skogssångare	Blackpoll Warbler
